Product ID,Category Code,Category Name,Sub-Category Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail
241,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,19067,JIM BEAM,12,1000,12.59,18.89
242,1012100,WHISKEY,CANADIAN WHISKIES,12408,CANADIAN LTD WHISKY,6,1750,9.14,13.71
243,1051100,BRANDY,AMERICAN BRANDIES,54446,PARAMOUNT APRICOT FLAVORED BRANDY,12,750,5.48,8.22
244,1031100,VODKA,AMERICAN VODKAS,35946,FLEISCHMANN'S ROYAL VODKA,12,750,3.31,4.97
245,1012100,WHISKEY,CANADIAN WHISKIES,11296,CROWN ROYAL,12,750,15.59,23.39
246,1051100,BRANDY,AMERICAN BRANDIES,52596,E & J VS,12,750,6,9
247,1051100,BRANDY,AMERICAN BRANDIES,52806,KORBEL BRANDY,12,750,6.66,9.99
248,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,18116,EVAN WILLIAMS TRAVELER,12,750,7.74,11.61
249,1012200,WHISKEY,SCOTCH WHISKIES,5290,J & B RARE SCOTCH,12,750,12.25,18.38
250,1081600,WHISKEY,WHISKEY LIQUEUR,64868,FIREBALL CINNAMON WHISKEY,6,1750,15.33,23
251,1032100,VODKA,IMPORTED VODKAS,34546,PEARL VODKA,12,750,7,10.5
252,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1
253,1051100,BRANDY,AMERICAN BRANDIES,55506,PARAMOUNT CHERRY FLAVORED BRANDY,12,750,5.48,8.22
254,1011100,WHISKEY,BLENDED WHISKIES,23824,FIVE STAR,24,375,2.09,3.14
255,1012100,WHISKEY,CANADIAN WHISKIES,12856,RICH & RARE RESERVE,6,750,6.5,9.75
256,1011100,WHISKEY,BLENDED WHISKIES,25877,SUNNY BROOK BLEND WHISKEY,12,1000,5,7.5
257,1071100,COCKTAIL,COCKTAILS /RTD,58801,CAPTAIN MORGAN LONG ISLAND ICED TEA,6,1750,11,16.5
258,1082000,LIQUEURS,IMPORTED CORDIALS & LIQUEURS,65257,JAGERMEISTER LIQUEUR,12,1000,15.96,23.94
259,1082200,VODKA,IMPORTED SCHNAPPS,69611,DR. MCGILLICUDDY'S APPLE PIE SCHNAPPS,12,750,8.66,12.99
260,1031100,VODKA,AMERICAN VODKAS,37938,SKOL VODKA,6,1750,7.11,10.67
261,1042100,GIN,IMPORTED DRY GINS,28795,PLYMOUTH GIN,6,750,17.49,26.24
262,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,22156,WILD TURKEY 101,12,750,14,21
263,1062400,RUM,SPICED RUM,43244,CAPTAIN MORGAN 100 PROOF SPICED RUM,12,750,10.49,15.74
264,1022100,TEQUILA,MIXTO TEQUILA,88767,TORTILLA WHITE TEQUILA,12,1000,6.64,9.96
265,1032200,VODKA,IMPORTED FLAVORED VODKA,64939,CIROC FRENCH VANILLA,12,750,16.49,24.74
266,1012200,WHISKEY,SCOTCH WHISKIES,4866,DEWARS WHITE LABEL SCOTCH,12,750,13.5,20.25
267,1012100,WHISKEY,CANADIAN WHISKIES,11774,BLACK VELVET,24,375,3.07,4.61
268,1012100,WHISKEY,CANADIAN WHISKIES,10818,CROWN ROYAL MAPLE,12,750,15.59,23.39
269,1011100,WHISKEY,BLENDED WHISKIES,24456,KESSLER BLEND WHISKEY,12,750,5.51,8.27
270,1081200,LIQUEURS,CREAM LIQUEURS,68036,BAILEYS ORIGINAL IRISH CREAM,12,750,13,19.5
271,1032100,VODKA,IMPORTED VODKAS,34457,KETEL ONE IMPORTED VODKA,12,1000,16.5,24.75
272,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,75213,KINKY BLUE,12,375,5,7.5
273,1022100,TEQUILA,MIXTO TEQUILA,89196,JOSE CUERVO ESPECIAL REPOSADO TEQUILA,12,750,11.07,16.61
274,1081600,WHISKEY,WHISKEY LIQUEUR,64866,FIREBALL CINNAMON WHISKEY,12,750,9,13.5
275,1011400,WHISKEY,TENNESSEE WHISKIES,26826,JACK DANIELS OLD #7 BLACK LBL,12,750,15.57,23.36
276,1081400,VODKA,AMERICAN SCHNAPPS,81208,PARAMOUNT PEPPERMINT SCHNAPPS,6,1750,7.5,11.25
277,1052100,BRANDY,IMPORTED BRANDIES,49086,REMY MARTIN 1738 ACCORD ROYAL,6,750,27.97,41.96
278,1081600,WHISKEY,WHISKEY LIQUEUR,86881,SOUTHERN COMFORT MINI,10,600,5.65,8.48
279,1071100,COCKTAIL,COCKTAILS /RTD,58877,JOSE CUERVO GOLDEN STRAWBERRY MARGARITA,6,1750,11.04,16.56
280,1031100,VODKA,AMERICAN VODKAS,35416,BURNETT'S VODKA 80 PRF,12,750,4.48,6.72
281,1011100,WHISKEY,BLENDED WHISKIES,27433,BIRD DOG PEACH FLAVORED WHISKEY,6,750,10,15
282,1031200,VODKA,AMERICAN FLAVORED VODKA,41688,UV BLUE RASPBERRY VODKA TRAVELLER,12,750,6.5,9.75
283,1012200,WHISKEY,SCOTCH WHISKIES,5318,JOHNNIE WALKER DOUBLE BLACK,6,750,23.49,35.24
284,1082000,LIQUEURS,IMPORTED CORDIALS & LIQUEURS,64776,COINTREAU LIQUEUR,12,750,19.99,29.99
285,1012100,WHISKEY,CANADIAN WHISKIES,10628,CANADIAN CLUB WHISKY,6,1750,14.5,21.75
286,1032200,VODKA,IMPORTED FLAVORED VODKA,64762,CIROC RED BERRY,12,375,9.25,13.88
287,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,3347,FRANGELICO W/2 ROCKS GLASSES,6,750,14.5,21.75
288,1031100,VODKA,AMERICAN VODKAS,35914,FIVE O'CLOCK VODKA,24,375,1.93,2.9
289,1071100,COCKTAIL,COCKTAILS /RTD,58873,JOSE CUERVO AUTHENTIC WATERMELON MARGARITA,6,1750,8.74,13.11
290,1012100,WHISKEY,CANADIAN WHISKIES,12888,RICH & RARE CANADIAN WHISKY,6,1750,8.98,13.47
291,1031100,VODKA,AMERICAN VODKAS,37986,SKYY VODKA,12,750,9.01,13.52
292,1011100,WHISKEY,BLENDED WHISKIES,23828,FIVE STAR,6,1750,7.62,11.43
293,1082200,VODKA,IMPORTED SCHNAPPS,69945,RUMPLE MINZE PEPPERMINT SCHNAPPS LIQUEUR,12,375,7.26,10.89
294,1022100,TEQUILA,MIXTO TEQUILA,87403,JOSE CUERVO ESPECIAL SILVER,24,375,5.5,8.25
295,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,84197,99 PINEAPPLE MINI,10,600,6,9
296,1062100,RUM,GOLD RUM,45245,PARAMOUNT GOLD RUM TRAVELER,12,750,4,6
297,1032200,VODKA,IMPORTED FLAVORED VODKA,64911,CIROC MANGO MINI,4,750,26.1,39.15
298,1901200,SPECIAL,SPECIAL ORDER ITEMS,905606,ARROW GINGER BRANDY,12,750,5.38,8.07
299,1042100,GIN,IMPORTED DRY GINS,28867,TANQUERAY GIN,12,1000,15.5,23.25
300,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,78456,PARAMOUNT CREME DE CACAO/DARK,12,750,5,7.5
301,1081400,VODKA,AMERICAN SCHNAPPS,82867,DEKUYPER WATERMELON PUCKER,12,1000,7.87,11.81
302,1041100,GIN,AMERICAN DRY GINS,31656,PARAMOUNT GIN,12,750,3.4,5.1
303,1062400,RUM,SPICED RUM,43337,CAPTAIN MORGAN SPICED RUM,12,1000,11.75,17.63
304,1012200,WHISKEY,SCOTCH WHISKIES,10278,USHER'S GREEN STRIPE,6,1750,10,15
305,1031200,VODKA,AMERICAN FLAVORED VODKA,40229,UV SRIRACHA,12,750,6.5,9.75
306,1022200,TEQUILA,100% AGAVE TEQUILA,88294,PATRON SILVER TEQUILA,12,375,14.5,21.75
307,1042100,GIN,IMPORTED DRY GINS,28233,BOMBAY SAPPHIRE GIN,12,1000,16.5,24.75
308,1052100,BRANDY,IMPORTED BRANDIES,49185,REMY MARTIN VSOP (FLASK),12,375,11.59,17.39
309,1062400,RUM,SPICED RUM,1799,CAPTAIN MORGAN SPICED BARREL,6,1750,18,27
310,1031200,VODKA,AMERICAN FLAVORED VODKA,36034,PEARL PEACH,12,750,7,10.5
311,1062500,RUM,FLAVORED RUM,42718,MALIBU COCONUT RUM,6,1750,16.49,24.74
312,1031100,VODKA,AMERICAN VODKAS,35418,BURNETT'S VODKA 80 PRF,6,1750,9.48,14.22
313,1031100,VODKA,AMERICAN VODKAS,37997,SMIRNOFF 80PRF,12,1000,9.25,13.88
314,1012100,WHISKEY,CANADIAN WHISKIES,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13
315,1081400,VODKA,AMERICAN SCHNAPPS,84617,PHILLIPS ROOTBEER SCHNAPPS,12,1000,5.5,8.25
316,1032100,VODKA,IMPORTED VODKAS,34007,ABSOLUT SWEDISH VODKA 80 PRF,12,1000,14.99,22.49
317,1062500,RUM,FLAVORED RUM,43237,CAPTAIN MORGAN PARROT BAY STRAWBERRY,12,750,7.49,11.24
318,1062400,RUM,SPICED RUM,44306,CALICO JACK SPICED,12,750,5.78,8.67
319,1062400,RUM,SPICED RUM,43334,CAPTAIN MORGAN SPICED RUM,24,375,5,7.5
320,1042100,GIN,IMPORTED DRY GINS,28088,BEEFEATER GIN,6,1750,22.49,33.74
321,1031200,VODKA,AMERICAN FLAVORED VODKA,77740,SMIRNOFF RASPBERRY,12,750,8.25,12.38
322,1032200,VODKA,IMPORTED FLAVORED VODKA,35453,SVEDKA CHERRY VODKA,12,750,8.25,12.38
323,1031200,VODKA,AMERICAN FLAVORED VODKA,77632,SMIRNOFF BLUEBERRY,12,750,8.25,12.38
324,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,18196,EZRA BROOKS 50 MO KY SOUR MASH BOURBON,12,750,8.5,12.75
325,1041100,GIN,AMERICAN DRY GINS,31470,NEW AMSTERDAM GIN,12,1000,7.33,11
326,1062200,RUM,WHITE RUM,46350,HAWKEYE LIGHT RUM,6,1750,7.67,11.51
327,1051100,BRANDY,AMERICAN BRANDIES,56195,PAUL MASSON PEACH GRANDE AMBER BRANDY,24,375,3.22,4.83
328,1031200,VODKA,AMERICAN FLAVORED VODKA,39650,WESTERN SON LIME VODKA MINI,6,50,4.83,7.25
329,1011400,WHISKEY,TENNESSEE WHISKIES,26585,GENTLEMAN JACK,12,375,8.5,12.75
330,1012100,WHISKEY,CANADIAN WHISKIES,10791,CROWN ROYAL VANILLA,12,750,15.59,23.39
331,1062300,RUM,AGED DARK RUM,43109,BACARDI BLACK,12,750,8.25,12.38
332,1031100,VODKA,AMERICAN VODKAS,38174,TITOS HANDMADE VODKA,12,375,5.42,8.13
333,1082200,VODKA,IMPORTED SCHNAPPS,69706,DR. MCGILLICUDDY'S ROOT BEER SCHNAPPS,12,750,8.66,12.99
334,1041100,GIN,AMERICAN DRY GINS,30526,HAWKEYE GIN,12,750,3.44,5.16
335,1031100,VODKA,AMERICAN VODKAS,36901,MCCORMICK VODKA MINI,6,500,4.7,7.05
336,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,85526,DEKUYPER BLUE CURACAO,12,750,5.25,7.88
337,1062100,RUM,GOLD RUM,45247,PARAMOUNT GOLD RUM,12,1000,4.42,6.63
338,1031100,VODKA,AMERICAN VODKAS,37993,SMIRNOFF 80PRF,48,200,2.54,3.81
339,1031100,VODKA,AMERICAN VODKAS,37886,SEAGRAMS VODKA,12,750,5.38,8.07
340,1081200,LIQUEURS,CREAM LIQUEURS,258,"RUMCHATA ""GOCHATAS""",1,6000,99,148.5
341,1012100,WHISKEY,CANADIAN WHISKIES,10781,CROWN ROYAL BOURBON MASH,12,750,15.59,23.39
342,1031100,VODKA,AMERICAN VODKAS,39866,SMIRNOFF 100PRF,12,750,9.5,14.25
343,1011400,WHISKEY,TENNESSEE WHISKIES,26824,JACK DANIELS OLD #7 BLACK LBL SQUARE,24,375,7.5,11.25
344,1022100,TEQUILA,MIXTO TEQUILA,88556,SAUZA BLANCO SILVER,12,750,9.5,14.25
345,1062400,RUM,SPICED RUM,45884,SAILOR JERRY SPICED NAVY RUM,24,375,4.8,7.2
346,1081400,VODKA,AMERICAN SCHNAPPS,84166,99 BLACKBERRIES,12,750,7.79,11.69
347,1081400,VODKA,AMERICAN SCHNAPPS,82147,ARROW RASPBERRY SCHNAPPS,12,1000,5,7.5
348,1062400,RUM,SPICED RUM,43322,CAPTAIN MORGAN 1671,12,750,10.49,15.74
349,1032100,VODKA,IMPORTED VODKAS,34164,CIROC 80PRF,24,200,5,7.5
350,1082200,VODKA,IMPORTED SCHNAPPS,69666,DR. MCGILLICUDDY'S RAW VANILLA,12,750,8.66,12.99
351,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,17086,BULLEIT BOURBON,12,750,16,24
352,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,20246,OLD CROW,12,750,5.5,8.25
353,1032100,VODKA,IMPORTED VODKAS,34244,CHOPIN VODKA,6,750,15.83,23.75
354,1051100,BRANDY,AMERICAN BRANDIES,54646,ARROW BLACKBERRY FLAV BRANDY,12,750,5.38,8.07
355,1032100,VODKA,IMPORTED VODKAS,34004,ABSOLUT SWEDISH VODKA 80 PRF,24,375,4.99,7.49
356,1031200,VODKA,AMERICAN FLAVORED VODKA,40186,NEW AMSTERDAM ORANGE,12,750,7.5,11.25
357,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,75224,KINKY RED LIQUEUR MINI,6,500,4.84,7.26
358,1012100,WHISKEY,CANADIAN WHISKIES,10790,CROWN ROYAL VANILLA,24,375,8,12
359,1062500,RUM,FLAVORED RUM,42703,MALIBU PINEAPPLE RUM,12,750,7.49,11.24
360,1022100,TEQUILA,MIXTO TEQUILA,87409,JOSE CUERVO ESPECIAL SILVER,12,1000,13,19.5
361,1082200,VODKA,IMPORTED SCHNAPPS,69657,DR. MCGILLICUDDY'S MENTHOLMINT,12,1000,11,16.5
362,1051100,BRANDY,AMERICAN BRANDIES,54647,ARROW BLACKBERRY FLAV BRANDY,12,1000,6.38,9.57
363,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,16518,ANCIENT AGE BOURBON,6,1750,11.8,17.7
364,1082200,VODKA,IMPORTED SCHNAPPS,69636,DR. MCGILLICUDDY'S CHERRY SCHNAPPS,12,750,8.66,12.99
365,1031200,VODKA,AMERICAN FLAVORED VODKA,39771,UV RUBY RED GRAPEFRUIT MINI,12,500,4.4,6.6
366,1022100,TEQUILA,MIXTO TEQUILA,89388,JUAREZ TEQUILA GOLD,6,1750,15,22.5
367,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,80128,EZRA BROOKS BOURBON CREAM MINI,12,50,4.67,7.01
368,1062400,RUM,SPICED RUM,46506,KRAKEN BLACK SPICED RUM,6,1750,16.31,24.47
369,1081100,LIQUEURS,COFFEE LIQUEURS,67524,KAHLUA COFFEE LIQUEUR,24,375,6.49,9.74
370,1062400,RUM,SPICED RUM,43028,ADMIRAL NELSON SPICED RUM,6,1750,11.55,17.33
371,1081100,LIQUEURS,COFFEE LIQUEURS,67556,KAMORA COFFEE LIQUEUR,12,750,6.47,9.71
372,1031100,VODKA,AMERICAN VODKAS,38177,TITOS HANDMADE VODKA,12,1000,12.67,19.01
373,1031200,VODKA,AMERICAN FLAVORED VODKA,41512,SEAGRAMS APPLE VODKA,12,750,5.38,8.07
374,1051100,BRANDY,AMERICAN BRANDIES,52591,E & J VS BRANDY MINI,10,500,7.68,11.52
375,1031200,VODKA,AMERICAN FLAVORED VODKA,41279,BURNETT'S GRAPE VODKA,12,750,4.48,6.72
376,1042100,GIN,IMPORTED DRY GINS,28206,BOMBAY DRY GIN,12,750,10.5,15.75
377,1052100,BRANDY,IMPORTED BRANDIES,49186,REMY MARTIN VSOP,12,750,23.48,35.22
378,1012200,WHISKEY,SCOTCH WHISKIES,8827,LAUDER'S,12,1000,6.14,9.21
379,1022200,TEQUILA,100% AGAVE TEQUILA,87152,AVION SILVER,12,375,9.99,14.99
380,1011400,WHISKEY,TENNESSEE WHISKIES,26820,JACK DANIELS OLD #7 BLACK LBL FLAT,24,375,7.5,11.25
381,1012100,WHISKEY,CANADIAN WHISKIES,12668,CANADIAN WOODS CANADIAN WHY,6,1750,9.49,14.24
382,1011400,WHISKEY,TENNESSEE WHISKIES,26821,JACK DANIELS OLD #7 BLACK LBL MINI,12,500,9.06,13.59
383,1032200,VODKA,IMPORTED FLAVORED VODKA,33467,ABSOLUT LIME,12,750,11.49,17.24
384,1071100,COCKTAIL,COCKTAILS /RTD,58838,JOSE CUERVO AUTHENTIC LIME MARGARITA,6,1750,8.74,13.11
385,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,19066,JIM BEAM,12,750,10.49,15.74
386,1082000,LIQUEURS,IMPORTED CORDIALS & LIQUEURS,65426,LICOR 43,12,750,14.1,21.15
387,1031200,VODKA,AMERICAN FLAVORED VODKA,41681,UV RED (CHERRY) VODKA,6,1750,10.99,16.49
388,1082000,LIQUEURS,IMPORTED CORDIALS & LIQUEURS,65195,HPNOTIQ,6,750,9.83,14.75
389,1022200,TEQUILA,100% AGAVE TEQUILA,87510,1800 SILVER TEQUILA,12,750,15.46,23.19
390,1012400,WHISKEY,IRISH WHISKIES,15644,JAMESON,24,375,6.74,10.11
391,1031100,VODKA,AMERICAN VODKAS,38176,TITOS HANDMADE VODKA,12,750,9.64,14.46
392,1032200,VODKA,IMPORTED FLAVORED VODKA,36468,EFFEN BLOOD ORANGE,6,750,12.5,18.75
393,1032200,VODKA,IMPORTED FLAVORED VODKA,35964,THREE OLIVES LOOPY,12,750,9.96,14.94
394,1062200,RUM,WHITE RUM,43124,BACARDI SUPERIOR RUM,24,375,4.5,6.75
395,1031100,VODKA,AMERICAN VODKAS,38006,SMIRNOFF PET 80PRF,12,750,8.25,12.38
396,1032100,VODKA,IMPORTED VODKAS,33653,GREEN MARK VODKA,6,1750,14,21
397,1022100,TEQUILA,MIXTO TEQUILA,89194,JOSE CUERVO ESPECIAL REPOSADO FLASK,24,375,5.5,8.25
398,1032200,VODKA,IMPORTED FLAVORED VODKA,35626,PINNACLE WHIPPED,12,750,7.35,11.03
399,1031200,VODKA,AMERICAN FLAVORED VODKA,41019,360 DOUBLE CHOCOLATE VODKA,12,750,7,10.5
400,1081100,LIQUEURS,COFFEE LIQUEURS,67595,PATRON XO CAFE,6,750,14,21
401,1012100,WHISKEY,CANADIAN WHISKIES,11297,CROWN ROYAL CANADIAN WHISKY,12,1000,18.89,28.34
402,1081500,LIQUEURS,TRIPLE SEC,86112,DEKUYPER TRIPLE SEC,12,1000,2.33,3.5
403,1011100,WHISKEY,BLENDED WHISKIES,21222,REDEMPTION BOURBON WHISKEY,12,750,13.9,20.85
404,1062500,RUM,FLAVORED RUM,44557,CRUZAN STRAWBERRY RUM,12,750,6.83,10.25
405,1031100,VODKA,AMERICAN VODKAS,37338,UV VODKA PET,6,1750,10.99,16.49
406,1032100,VODKA,IMPORTED VODKAS,34433,GREY GOOSE VODKA,12,750,18.49,27.74
407,1062300,RUM,AGED DARK RUM,44487,CRUZAN DARK RUM,12,1000,8.39,12.59
408,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,21597,TEN HIGH,12,1000,4.94,7.41
409,1012200,WHISKEY,SCOTCH WHISKIES,8824,LAUDER'S,24,375,3.21,4.82
410,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,17830,EARLY TIMES 36 MO KY STR BOURBON PET,6,1750,13.22,19.83
411,1062500,RUM,FLAVORED RUM,76533,PARADISE DISTILLING RASPBERRY BAY LIQUEUR,6,750,10,15
412,1081400,VODKA,AMERICAN SCHNAPPS,81196,PARAMOUNT PEPPERMINT SCHNAPPS TRAVELER,12,750,4,6
413,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,27783,JIM BEAM APPLE,12,750,10.49,15.74
414,1081200,LIQUEURS,CREAM LIQUEURS,68559,KERRYGOLD IRISH CREAM LIQUEUR,6,750,12.84,19.26
415,1031200,VODKA,AMERICAN FLAVORED VODKA,77668,SMIRNOFF GRAPE,12,750,8.25,12.38
416,1022200,TEQUILA,100% AGAVE TEQUILA,89177,CASAMIGOS REPOSADO,6,750,27.84,41.76
417,1081600,WHISKEY,WHISKEY LIQUEUR,68010,BAILEYS STRAWBERRIES & CREAM MINI,4,50,25.25,37.88
418,1062100,RUM,GOLD RUM,43038,BACARDI GOLD RUM,6,1750,15,22.5
419,1031100,VODKA,AMERICAN VODKAS,36969,NEW AMSTERDAM VODKA,12,750,7.5,11.25
420,1032200,VODKA,IMPORTED FLAVORED VODKA,64752,CIROC RED BERRY,12,1000,22.75,34.13
421,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,27544,RED STAG BLACK CHERRY,12,750,10.49,15.74
422,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,75209,KINKY LIQUEUR,12,375,5,7.5
423,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,17916,ELIJAH CRAIG,12,750,14.97,22.46
424,1022100,TEQUILA,MIXTO TEQUILA,89193,JOSE CUERVO ESPECIAL REPOSADO TEQUILA,48,200,3,4.5
425,1051100,BRANDY,AMERICAN BRANDIES,52593,E & J VS BRANDY,24,200,2,3
426,1022200,TEQUILA,100% AGAVE TEQUILA,89278,EL JIMADOR REPOSADO TEQUILA,12,750,12.17,18.26
427,1012200,WHISKEY,SCOTCH WHISKIES,5288,J & B RARE SCOTCH,6,1750,22.5,33.75
428,1012100,WHISKEY,CANADIAN WHISKIES,10809,CROWN ROYAL REGAL APPLE,6,1750,31.99,47.99
429,1031200,VODKA,AMERICAN FLAVORED VODKA,41704,UV RED (CHERRY) VODKA,12,750,6.5,9.75
430,1031200,VODKA,AMERICAN FLAVORED VODKA,77637,SMIRNOFF CHERRY,12,750,8.25,12.38
431,1082000,LIQUEURS,IMPORTED CORDIALS & LIQUEURS,65256,JAGERMEISTER LIQUEUR,12,750,12.45,18.68
432,1011100,WHISKEY,BLENDED WHISKIES,25607,SEAGRAMS 7 CROWN BL WHISKEY,12,1000,8,12
433,1012100,WHISKEY,CANADIAN WHISKIES,10627,CANADIAN CLUB WHISKY,12,1000,9.71,14.57
434,1051100,BRANDY,AMERICAN BRANDIES,56667,CEDAR RIDGE PEAR BRANDY,6,750,18.75,28.13
435,1022200,TEQUILA,100% AGAVE TEQUILA,88205,HORNITOS CRISTALINO,12,750,15.74,23.61
436,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,17206,CEDAR RIDGE BOURBON,6,750,18.1,27.15
437,1011100,WHISKEY,BLENDED WHISKIES,25603,SEAGRAMS 7 CROWN BL WHISKEY,48,200,1.99,2.99
438,1032100,VODKA,IMPORTED VODKAS,34001,ABSOLUT SWEDISH VODKA 80 PRF MINI,10,600,7.92,11.88
439,1012200,WHISKEY,SCOTCH WHISKIES,5289,J & B RARE SCOTCH,12,1000,14.98,22.47
440,1082000,LIQUEURS,IMPORTED CORDIALS & LIQUEURS,65253,JAGERMEISTER LIQUEUR,48,200,3.74,5.61
441,1081400,VODKA,AMERICAN SCHNAPPS,84172,99 BANANAS MINI,10,600,6,9
442,1062400,RUM,SPICED RUM,43296,CAPTAIN MORGAN SILVER SPICED RUM,12,750,9,13.5
443,1032200,VODKA,IMPORTED FLAVORED VODKA,34812,SVEDKA RASPBERRY VODKA,12,750,8.25,12.38
444,1012100,WHISKEY,CANADIAN WHISKIES,11940,CANADIAN HUNTER RYE,12,750,5,7.5
445,1012400,WHISKEY,IRISH WHISKIES,15677,POWERS IRISH WHISKEY,12,1000,16.49,24.74
446,1081600,WHISKEY,WHISKEY LIQUEUR,86887,SOUTHERN COMFORT,12,1000,12.97,19.46
447,1012200,WHISKEY,SCOTCH WHISKIES,4626,BUCHANAN'S 12 YR DELUXE SCOTCH,12,750,20.99,31.49
448,1081600,WHISKEY,WHISKEY LIQUEUR,86888,SOUTHERN COMFORT PET,6,1750,20.26,30.39
449,1052100,BRANDY,IMPORTED BRANDIES,49084,REMY MARTIN 1738 ACCORD ROYAL,12,375,13.21,19.82
450,1022100,TEQUILA,MIXTO TEQUILA,89577,MONTEZUMA GOLD TEQUILA,12,1000,7.02,10.53
451,1031200,VODKA,AMERICAN FLAVORED VODKA,41694,UV BLUE (RASPBERRY) VODKA,12,1000,7.5,11.25
452,1041200,GIN,FLAVORED GIN,33256,SEAGRAMS LIME TWISTED GIN,12,750,6.49,9.74
453,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,19475,MAKER'S MARK REPLICA,12,375,8.99,13.49
454,1032200,VODKA,IMPORTED FLAVORED VODKA,35222,PINNACLE BLUEBERRY,12,750,7.35,11.03
455,1031200,VODKA,AMERICAN FLAVORED VODKA,40599,NEW AMSTERDAM RED BERRY,12,750,7.5,11.25
456,1032100,VODKA,IMPORTED VODKAS,34423,GREY GOOSE VODKA,12,375,9,13.5
457,1041100,GIN,AMERICAN DRY GINS,32234,SEAGRAMS EXTRA DRY GIN,24,375,3.39,5.09
458,1081600,WHISKEY,WHISKEY LIQUEUR,64867,FIREBALL CINNAMON WHISKEY,12,1000,11.34,17.01
459,1062500,RUM,FLAVORED RUM,42699,MALIBU MANGO RUM,12,750,7.49,11.24
460,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,19476,MAKER'S MARK,12,750,17.5,26.25
461,1031100,VODKA,AMERICAN VODKAS,35313,BARTON VODKA,48,200,1.13,1.7
462,1012100,WHISKEY,CANADIAN WHISKIES,11290,CROWN ROYAL CANADIAN WHISKY MINI,10,300,7.35,11.03
463,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,100353,KETEL ONE W/4 GLASSES,4,1750,22,33
464,1081400,VODKA,AMERICAN SCHNAPPS,82840,DEKUYPER LUSCIOUS PEACHTREE PET,12,750,6.47,9.71
465,1062500,RUM,FLAVORED RUM,43138,BACARDI LIMON,6,1750,15,22.5
466,1062500,RUM,FLAVORED RUM,43076,ADMIRAL NELSON COCONUT RUM,12,750,5.78,8.67
467,1091100,SPIRIT,AMERICAN DISTILLED SPIRIT SPECIALTY,77482,TARANTULA AZUL,12,750,9.99,14.99
468,1082000,LIQUEURS,IMPORTED CORDIALS & LIQUEURS,65144,IL TRAMONTO LIMONCELLO,6,750,10.5,15.75
469,1082200,VODKA,IMPORTED SCHNAPPS,65066,GOLDSCHLAGER CINNAMON SCHNAPPS,12,750,13,19.5
470,1012400,WHISKEY,IRISH WHISKIES,15658,JAMESON CASKMATES,12,750,18.49,27.74
471,1012100,WHISKEY,CANADIAN WHISKIES,11773,BLACK VELVET,48,200,1.56,2.34
472,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,75221,KINKY GREEN LIQUEUR,6,750,10,15
473,1081400,VODKA,AMERICAN SCHNAPPS,82826,DEKUYPER RAGIN' ROOTBEER,12,750,6.47,9.71
474,1081600,WHISKEY,WHISKEY LIQUEUR,86916,SOUTHERN COMFORT 100PRF,12,750,12.15,18.23
475,1032200,VODKA,IMPORTED FLAVORED VODKA,34116,ABSOLUT MANDRIN,12,750,11.49,17.24
476,1011300,WHISKEY,SINGLE BARREL BOURBON WHISKIES,18120,EVAN WILLIAMS VINTAGE,6,750,15.47,23.21
477,1062200,RUM,WHITE RUM,46351,HAWKEYE LIGHT RUM,12,1000,4.34,6.51
478,1031200,VODKA,AMERICAN FLAVORED VODKA,77842,SMIRNOFF STRAWBERRY,12,750,8.25,12.38
479,1062500,RUM,FLAVORED RUM,44499,CRUZAN MANGO RUM,12,750,6.83,10.25
480,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,85606,PARAMOUNT BLUE CURACAO,12,750,5,7.5
